chart,Time,close,num,ShaHighSD,ShaLowSD,,ShaHighUSD,ShaLowUSD
EURUSD,2019.07.26 20:00:00,1.11241,243,0.0001900000000001345,0.0002699999999999925,,0,0
EURUSD,2019.07.26 19:00:00,1.11215,244,0.0002900000000001235,0.0008500000000000174,,0,0
EURUSD,2019.07.26 18:00:00,1.11206,245,0,0,,0.0009000000000001229,4.999999999988347e-05
EURUSD,2019.07.26 17:00:00,1.11264,246,0,0,,0.001060000000000061,0.0005799999999998029
EURUSD,2019.07.26 16:00:00,1.11303,247,0,0,,0.0003599999999999159,0.0008599999999998609
EURUSD,2019.07.26 15:00:00,1.11329,248,0,0,,0.0007899999999998464,0.0009399999999999409
EURUSD,2019.07.26 14:00:00,1.11341,249,1.999999999990898e-05,0.0001500000000000945,,0,0
EURUSD,2019.07.26 13:00:00,1.1131,250,0,0,,0.0001299999999999635,5.999999999994898e-05
EURUSD,2019.07.26 12:00:00,1.11413,251,0.0005499999999998284,9.999999999843467e-06,,0,0
EURUSD,2019.07.26 11:00:00,1.11354,252,0.0003999999999999559,0.000220000000000109,,0,0
EURUSD,2019.07.26 10:00:00,1.11339,253,0,0,,0.0001100000000000545,0
EURUSD,2019.07.26 09:00:00,1.11447,254,0,0,,0.0005800000000000249,0.000140000000000029
EURUSD,2019.07.26 08:00:00,1.11452,255,0,0,,0.0002100000000000435,8.000000000008001e-05
EURUSD,2019.07.26 07:00:00,1.1147,256,0,0,,5.999999999994898e-05,3.000000000019654e-05
EURUSD,2019.07.26 06:00:00,1.11484,257,0.0002100000000000435,0.0003199999999998759,,0,0
EURUSD,2019.07.26 05:00:00,1.1148,258,0.000159999999999938,1.999999999990898e-05,,0,0
EURUSD,2019.07.26 04:00:00,1.11468,259,0.000320000000000098,3.000000000019654e-05,,0,0
EURUSD,2019.07.26 03:00:00,1.11461,260,0.000299999999999967,0.0002299999999999525,,0,0
EURUSD,2019.07.26 02:00:00,1.11444,261,0,0,,1.000000000006551e-05,0.000140000000000029
EURUSD,2019.07.26 01:00:00,1.11459,262,0,0,,0.0001100000000000545,5.999999999994898e-05
EURUSD,2019.07.26 00:00:00,1.11468,263,5.000000000010552e-05,5.999999999994898e-05,,0,0
EURUSD,2019.07.25 23:00:00,1.11459,264,8.999999999992347e-05,0.0001500000000000945,,0,0
EURUSD,2019.07.25 22:00:00,1.11439,265,0.0006200000000000649,9.000000000014552e-05,,0,0
EURUSD,2019.07.25 21:00:00,1.11438,266,0,0,,9.999999999998899e-05,0.0006200000000000649
EURUSD,2019.07.25 20:00:00,1.11444,267,9.999999999843467e-06,0.0006999999999999229,,0,0
EURUSD,2019.07.25 19:00:00,1.11329,268,0,0,,9.999999999998899e-05,0.0001500000000000945
EURUSD,2019.07.25 18:00:00,1.11546,269,0,0,,9.999999999843467e-06,0.0001100000000000545
EURUSD,2019.07.25 17:00:00,1.11594,270,0,0,,0.0002099999999998214,0.0006899999999998574
EURUSD,2019.07.25 16:00:00,1.11805,271,0.0005399999999999849,0.000140000000000029,,0,0
EURUSD,2019.07.25 15:00:00,1.11534,272,0.0007399999999999629,0.001279999999999948,,0,0
EURUSD,2019.07.25 14:00:00,1.11136,273,0,0,,8.999999999992347e-05,0.002210000000000045
EURUSD,2019.07.25 13:00:00,1.11393,274,0.0008799999999999919,0,,0,0
